SmasherID,SmashTag,RWeek1,RWeek2,RWeek3,RWeek4,RWeek5,RWeek6,RWeek7,RWeek8,RWeek9,RWeek10,RWeek11,ChangeInRank
1655337,Drewski,NAN,NAN,NAN,NAN,NAN,179.0,203.0,231.0,243.0,320.0,362.0,-42.0
1667291,DarkSamYT,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,408.0,-49.0
1682252,BABA | shama,NAN,NAN,NAN,90.0,103.0,128.0,148.0,174.0,186.0,225.0,249.0,-24.0
1682516,BABA | Babo,NAN,NAN,NAN,160.0,191.0,217.0,248.0,280.0,299.0,403.0,464.0,-61.0
1694324,Roulette Rider,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,-61.0
1723399,jeddo,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,306.0,NAN
1728675,pongo,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,507.0,NAN
1729667,SlickSiwik,NAN,NAN,NAN,NAN,NAN,NAN,NAN,272.0,270.0,359.0,306.0,53.0
1737518,Kombeze Ataie,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,345.0,NAN
1760355,ArStar,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,384.0,-47.0
1794541,Chubbz,NAN,NAN,NAN,78.0,92.0,110.0,126.0,148.0,157.0,193.0,216.0,-23.0
1795087,Justyn,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,408.0,-49.0
1802123,mello,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,299.0,403.0,464.0,-61.0
1816060,Aleksander,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,337.0,384.0,-47.0
1832439,imrainh2o,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,206.0,229.0,-23.0
1833788,dust,NAN,NAN,NAN,NAN,NAN,NAN,NAN,280.0,299.0,403.0,464.0,-61.0
1839605,DontTestMe,NAN,NAN,NAN,NAN,NAN,NAN,NAN,35.0,42.0,44.0,50.0,-6.0
1866109,BubbleFuel,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,271.0,306.0,-35.0
1918686,roadkill,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,408.0,NAN
1919823,YungFlexxer,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,464.0,NAN
1931799,Edicus,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,464.0,NAN
1936292,barcode,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,464.0,NAN
1940641,100 Days Of Solitude,NAN,NAN,NAN,NAN,164.0,189.0,215.0,242.0,256.0,241.0,270.0,-29.0
1942273,Fankriss,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,59.0,70.0,-11.0
1944467,SUPERUNKNOWN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,408.0,-5.0
1966716,LewdCelebs4Free,NAN,NAN,NAN,NAN,NAN,NAN,179.0,132.0,145.0,175.0,178.0,-3.0
1966739,ImYourDade,NAN,NAN,NAN,NAN,NAN,NAN,241.0,272.0,291.0,387.0,384.0,3.0
1969893,Enrique Iglesias,NAN,NAN,NAN,NAN,NAN,NAN,141.0,165.0,174.0,213.0,236.0,-23.0
1973589,Rooster,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,-61.0
1974127,aujory,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,-61.0
1975549,Tap Jump,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,175.0,197.0,-22.0
1998865,buttcakes29,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,-67.0
2011811,sucordie,NAN,NAN,NAN,132.0,164.0,189.0,215.0,242.0,256.0,337.0,384.0,-47.0
2013353,WeedWizard,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,439.0,-52.0
2019913,jatpuan,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,384.0,NAN
2021066,Schweppes,NAN,NAN,NAN,160.0,191.0,217.0,248.0,280.0,299.0,403.0,464.0,-61.0
2026451,ASAPferq,NAN,NAN,NAN,160.0,191.0,217.0,223.0,252.0,270.0,359.0,408.0,-49.0
2029721,Ghost Rider,NAN,NAN,NAN,39.0,49.0,39.0,42.0,48.0,51.0,54.0,62.0,-8.0
2029884,Nudepenguin,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,464.0,NAN
2031615,420 | Yolk,NAN,NAN,NAN,112.0,135.0,156.0,179.0,212.0,224.0,289.0,324.0,-35.0
2038523,thesiscat,NAN,NAN,NAN,NAN,NAN,110.0,126.0,148.0,157.0,193.0,171.0,22.0
2039890,SeekerIX,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,-67.0
2044204,Eastwood,NAN,NAN,NAN,NAN,NAN,189.0,215.0,242.0,256.0,337.0,384.0,-47.0
2048453,D3WDify,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,241.0,216.0,25.0
2064187,Abhi,NAN,90.0,112.0,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,-67.0
2065666,eee,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,408.0,-21.0
2082068,CarltonDanks,56.0,90.0,112.0,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,-67.0
2085246,kippu,NAN,69.0,79.0,106.0,128.0,151.0,174.0,204.0,216.0,271.0,306.0,-35.0
2094677,peenlover,NAN,NAN,NAN,NAN,NAN,NAN,248.0,280.0,299.0,403.0,464.0,-61.0
2106594,GG | DontRestMe,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,284.0,NAN
2111424,flowjam,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,-67.0
2114057,squillf,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,-67.0
2114345,Watermelons,NAN,NAN,NAN,125.0,157.0,179.0,203.0,231.0,243.0,320.0,362.0,-42.0
2114347,adamaggy,NAN,NAN,NAN,106.0,128.0,151.0,174.0,204.0,216.0,271.0,306.0,-35.0
2114773,Raffshot,NAN,NAN,NAN,176.0,207.0,234.0,267.0,300.0,324.0,440.0,507.0,-67.0
2122811,$W@6 | rocketf20,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,507.0,-67.0
2123726,Sax,NAN,NAN,NAN,NAN,207.0,234.0,267.0,300.0,324.0,440.0,507.0,-67.0
2131909,gbio,NAN,NAN,NAN,NAN,NAN,196.0,223.0,252.0,270.0,359.0,408.0,-49.0
2140012,codetoilet,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,284.0,NAN
2141037,josh,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,403.0,464.0,-61.0
2142566,lavalamp,NAN,NAN,NAN,NAN,NAN,NAN,223.0,252.0,270.0,359.0,408.0,-49.0
2145485,scrubjr,NAN,NAN,NAN,NAN,NAN,NAN,NAN,185.0,197.0,241.0,270.0,-29.0
2146702,Port!!!,NAN,NAN,NAN,NAN,NAN,NAN,NAN,252.0,270.0,359.0,408.0,-49.0
2147247,UPTILT | Nishi,NAN,NAN,NAN,NAN,NAN,NAN,NAN,165.0,174.0,213.0,236.0,-23.0
2147280,Saatvik,NAN,NAN,NAN,NAN,NAN,NAN,NAN,185.0,197.0,241.0,166.0,75.0
2147839,Aidanafoo,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,307.0,249.0,58.0
2148389,LilTayNastyTay,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,439.0,NAN
2149809,BOG | bioPhile,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,439.0,NAN
2151326,JB,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,256.0,337.0,384.0,-47.0
2153787,Caveman3732,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,387.0,439.0,-52.0
2156433,Anime Tiddies | Asuka,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,362.0,-3.0
2156685,Nanami,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,271.0,284.0,-13.0
2156792,CUCK | BreahdToDaBeuhrds,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,408.0,-49.0
2156847,DRC,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,359.0,408.0,-49.0
2157012,HunterGee,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,440.0,507.0,-67.0
2157013,keyboard gamer,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,289.0,324.0,-35.0
2159655,Fathom,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,507.0,NAN
2163048,MK | RedSoul,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,507.0,NAN
